This is the data file   NEGIZ4.DAT.
Source: Autuan Negiz analyzed these data while he was a post-doc
        in the NIST Statistical Engineering Division from the
        Illinois Institute of Technology.

        This data is used for the ARIMA case study on page pmc62.htm
        of the e-Handbook.

Description:  These data were collected from an aerosol mini-spray dryer
              device. The purpose of this device is to convert a slurry
              stream into deposited particles in a drying chamber. The
              device injects the slurry at high speed. The slurry is
              pulverized as it enters the drying chamber when it comes into
              contact with a hot gas stream at low humidity. The liquid
              contained in the pulverized slurry particles is vaporized,
              then transferred to the hot gas stream leaving behind dried
              small-sized particles.

              The response variable is particle size, which is collected
              equidistant in time. There are a variety of associated
              variables that may affect the injection process itself and
              hence the size and quality of the deposited particles. For
              the e-Handbook case study, we restrict our analysis to the
              response variable (column 3).



















To read into Dataplot, enter

    SKIP 50
    READ NEGIZ4.DAT JUNK1 JUNK2 Y

   JUNK1           JUNK2           Y               JUNK3           JUNK4
   6.0130000e+00   9.2740000e+00   1.1218490e+02   2.1273730e+02   1.4200000e+02
   8.4660000e+00   9.7470000e+00   1.1218490e+02   2.1273730e+02   1.4250000e+02
   1.4340000e+00   1.0694000e+01   1.1218490e+02   2.1224800e+02   1.4300000e+02
   7.6490000e+00  -6.7200000e-01   1.1242960e+02   2.1224800e+02   1.4350000e+02
   6.8310000e+00   7.8530000e+00   1.1267420e+02   2.1249260e+02   1.4400000e+02
   5.1950000e+00   1.1642000e+01   1.1218490e+02   2.1298190e+02   1.4450000e+02
   1.9240000e+00   1.1168000e+01   1.1242960e+02   2.1298190e+02   1.4500000e+02
   2.2510000e+00   7.3790000e+00   1.1218490e+02   2.1347120e+02   1.4550000e+02
   5.1950000e+00   1.1168000e+01   1.1291890e+02   2.1371590e+02   1.4600000e+02
   9.1210000e+00   6.4320000e+00   1.1218490e+02   2.1444980e+02   1.4650000e+02
   9.1210000e+00   6.4320000e+00   1.1242960e+02   2.1444980e+02   1.4700000e+02
   4.2140000e+00  -1.1460000e+00   1.1120630e+02   2.1444980e+02   1.4750000e+02
   1.0756000e+01   1.0694000e+01   1.1242960e+02   2.1469450e+02   1.4800000e+02
   1.2555000e+01  -1.3830000e+00   1.1242960e+02   2.1444980e+02   1.4850000e+02
   7.3220000e+00   2.4060000e+00   1.1242960e+02   2.1518380e+02   1.4900000e+02
   1.0920000e+01   2.1690000e+00   1.1242960e+02   2.1493910e+02   1.4950000e+02
   4.3780000e+00   1.0458000e+01   1.1316360e+02   2.1469450e+02   1.5000000e+02
   1.5970000e+00   9.9840000e+00   1.1218490e+02   2.1493910e+02   1.5050000e+02
   8.3030000e+00   4.7740000e+00   1.1291890e+02   2.1493910e+02   1.5100000e+02
   1.1410000e+01   1.3062000e+01   1.1291890e+02   2.1518380e+02   1.5150000e+02
   4.2140000e+00   7.3790000e+00   1.1267420e+02   2.1518380e+02   1.5200000e+02
   4.7050000e+00   9.7470000e+00   1.1242960e+02   2.1518380e+02   1.5250000e+02
   1.0593000e+01   1.0694000e+01   1.1242960e+02   2.1493910e+02   1.5300000e+02
   4.7050000e+00   5.9580000e+00   1.1242960e+02   2.1542840e+02   1.5350000e+02
   7.3220000e+00   9.2740000e+00   1.1291890e+02   2.1518380e+02   1.5400000e+02
   1.3537000e+01   1.5194000e+01   1.1316360e+02   2.1542840e+02   1.5450000e+02
   1.5663000e+01   1.0931000e+01   1.1267420e+02   2.1493910e+02   1.5500000e+02
   1.1574000e+01   7.1420000e+00   1.1316360e+02   2.1518380e+02   1.5550000e+02
   1.4355000e+01   5.9580000e+00   1.1291890e+02   2.1518380e+02   1.5600000e+02
   5.1950000e+00   1.9219000e+01   1.1242960e+02   2.1469450e+02   1.5650000e+02
   6.3400000e+00   1.2352000e+01   1.1267420e+02   2.1518380e+02   1.5700000e+02
   4.0500000e+00   1.6960000e+00   1.1291890e+02   2.1616240e+02   1.5750000e+02
   2.2510000e+00   7.3790000e+00   1.1218490e+02   2.1542840e+02   1.5800000e+02
   1.1574000e+01   4.3010000e+00   1.1291890e+02   2.1567310e+02   1.5850000e+02
   1.2392000e+01   9.8500000e-01   1.1316360e+02   2.1567310e+02   1.5900000e+02
   1.2392000e+01   5.2480000e+00   1.1291890e+02   2.1518380e+02   1.5950000e+02
   5.5220000e+00   1.0221000e+01   1.1291890e+02   2.1518380e+02   1.6000000e+02
   6.1770000e+00   8.5630000e+00   1.1291890e+02   2.1542840e+02   1.6050000e+02
   1.5827000e+01   4.5370000e+00   1.1267420e+02   2.1567310e+02   1.6100000e+02
   1.2228000e+01   1.3536000e+01   1.1242960e+02   2.1567310e+02   1.6150000e+02
   1.0920000e+01   1.1642000e+01   1.1242960e+02   2.1591770e+02   1.6200000e+02
   2.9060000e+00   1.6960000e+00   1.1316360e+02   2.1567310e+02   1.6250000e+02
   6.5040000e+00   5.7210000e+00   1.1291890e+02   2.1567310e+02   1.6300000e+02
   3.2330000e+00   6.1950000e+00   1.1267420e+02   2.1542840e+02   1.6350000e+02
   1.3700000e+01  -9.0900000e-01   1.1316360e+02   2.1567310e+02   1.6400000e+02
   3.8870000e+00   7.3790000e+00   1.1291890e+02   2.1542840e+02   1.6450000e+02
   3.7230000e+00   8.8000000e+00   1.1316360e+02   2.1567310e+02   1.6500000e+02
   1.1574000e+01   7.1420000e+00   1.1291890e+02   2.1567310e+02   1.6550000e+02
   4.8680000e+00   4.0640000e+00   1.1267420e+02   2.1542840e+02   1.6600000e+02
   8.1390000e+00   7.6160000e+00   1.1291890e+02   2.1542840e+02   1.6650000e+02
   1.1738000e+01   5.7210000e+00   1.1267420e+02   2.1567310e+02   1.6700000e+02
   7.8120000e+00   1.4010000e+01   1.1291890e+02   2.1518380e+02   1.6750000e+02
   4.5410000e+00   8.3260000e+00   1.1291890e+02   2.1518380e+02   1.6800000e+02
   1.1410000e+01   9.7470000e+00   1.1291890e+02   2.1542840e+02   1.6850000e+02
   5.6860000e+00   9.5100000e+00   1.1316360e+02   2.1518380e+02   1.6900000e+02
   3.8870000e+00   2.1690000e+00   1.1291890e+02   2.1542840e+02   1.6950000e+02
   3.8870000e+00   5.9580000e+00   1.1291890e+02   2.1542840e+02   1.7000000e+02
   6.1770000e+00   5.2480000e+00   1.1218490e+02   2.1567310e+02   1.7050000e+02
   1.0593000e+01   7.8530000e+00   1.1242960e+02   2.1518380e+02   1.7100000e+02
   6.3400000e+00   1.0694000e+01   1.1242960e+02   2.1493910e+02   1.7150000e+02
   2.2510000e+00   8.5630000e+00   1.1218490e+02   2.1444980e+02   1.7200000e+02
   1.7953000e+01   7.6160000e+00   1.1291890e+02   2.1518380e+02   1.7250000e+02
   3.2330000e+00   4.7740000e+00   1.1267420e+02   2.1469450e+02   1.7300000e+02
   6.8310000e+00   1.6960000e+00   1.1242960e+02   2.1469450e+02   1.7350000e+02
   2.5780000e+00   1.0931000e+01   1.1242960e+02   2.1518380e+02   1.7400000e+02
   6.0130000e+00   1.1642000e+01   1.1218490e+02   2.1469450e+02   1.7450000e+02
   8.1390000e+00   5.0110000e+00   1.1242960e+02   2.1493910e+02   1.7500000e+02
   6.8310000e+00   8.3260000e+00   1.1267420e+02   2.1493910e+02   1.7550000e+02
   5.3590000e+00   4.5370000e+00   1.1242960e+02   2.1469450e+02   1.7600000e+02
   4.0500000e+00   1.6960000e+00   1.1242960e+02   2.1518380e+02   1.7650000e+02
   1.1247000e+01   5.0110000e+00   1.1218490e+02   2.1493910e+02   1.7700000e+02
   6.1770000e+00   8.5630000e+00   1.1267420e+02   2.1493910e+02   1.7750000e+02
   2.5780000e+00   4.0640000e+00   1.1242960e+02   2.1444980e+02   1.7800000e+02
   3.0690000e+00   6.6690000e+00   1.1242960e+02   2.1493910e+02   1.7850000e+02
   3.0690000e+00   6.6690000e+00   1.1267420e+02   2.1493910e+02   1.7900000e+02
   6.1770000e+00   9.7470000e+00   1.1242960e+02   2.1493910e+02   1.7950000e+02
   9.2840000e+00   1.0221000e+01   1.1242960e+02   2.1469450e+02   1.8000000e+02
   4.2140000e+00   8.0890000e+00   1.1242960e+02   2.1469450e+02   1.8050000e+02
   4.8680000e+00   6.4320000e+00   1.1267420e+02   2.1420520e+02   1.8100000e+02
   7.8120000e+00   5.2480000e+00   1.1291890e+02   2.1444980e+02   1.8150000e+02
   4.0500000e+00   4.5370000e+00   1.1340820e+02   2.1444980e+02   1.8200000e+02
   7.3220000e+00   8.8000000e+00   1.1340820e+02   2.1469450e+02   1.8250000e+02
   2.2510000e+00   1.3299000e+01   1.1340820e+02   2.1444980e+02   1.8300000e+02
   1.4355000e+01   1.0458000e+01   1.1291890e+02   2.1469450e+02   1.8350000e+02
   3.2330000e+00   3.3530000e+00   1.1267420e+02   2.1493910e+02   1.8400000e+02
   1.3537000e+01   5.4850000e+00   1.1267420e+02   2.1493910e+02   1.8450000e+02
   1.4518000e+01   4.5370000e+00   1.1291890e+02   2.1469450e+02   1.8500000e+02
   3.7230000e+00   5.9580000e+00   1.1365290e+02   2.1567310e+02   1.8550000e+02
   3.8870000e+00   1.2589000e+01   1.1389750e+02   2.1493910e+02   1.8600000e+02
   1.0102000e+01   6.1950000e+00   1.1438680e+02   2.1444980e+02   1.8650000e+02
   4.7050000e+00   9.5100000e+00   1.1487610e+02   2.1542840e+02   1.8700000e+02
   9.7750000e+00   8.3260000e+00   1.1487610e+02   2.1567310e+02   1.8750000e+02
   6.0130000e+00   1.6960000e+00   1.1512080e+02   2.1567310e+02   1.8800000e+02
   3.2330000e+00   5.4850000e+00   1.1561010e+02   2.1616240e+02   1.8850000e+02
   1.2700000e+00   8.8000000e+00   1.1536540e+02   2.1567310e+02   1.8900000e+02
   9.4480000e+00   6.4320000e+00   1.1561010e+02   2.1542840e+02   1.8950000e+02
   1.0756000e+01   1.8509000e+01   1.1585470e+02   2.1542840e+02   1.9000000e+02
   5.3590000e+00   1.0221000e+01   1.1609940e+02   2.1493910e+02   1.9050000e+02
   3.5600000e+00   1.1878000e+01   1.1683330e+02   2.1518380e+02   1.9100000e+02
   1.1574000e+01   7.6160000e+00   1.1634400e+02   2.1518380e+02   1.9150000e+02
   6.1770000e+00   5.4850000e+00   1.1658870e+02   2.1567310e+02   1.9200000e+02
   8.9570000e+00   9.0370000e+00   1.1658870e+02   2.1640710e+02   1.9250000e+02
   3.2330000e+00   5.7210000e+00   1.1634400e+02   2.1616240e+02   1.9300000e+02
   5.3590000e+00   9.0370000e+00   1.1683330e+02   2.1640710e+02   1.9350000e+02
   6.0130000e+00   1.0931000e+01   1.1683330e+02   2.1665170e+02   1.9400000e+02
   5.5220000e+00   9.0370000e+00   1.1683330e+02   2.1738570e+02   1.9450000e+02
   1.4027000e+01   1.2352000e+01   1.1732260e+02   2.1689640e+02   1.9500000e+02
   7.6490000e+00   3.3530000e+00   1.1683330e+02   2.1689640e+02   1.9550000e+02
   4.3780000e+00   5.9580000e+00   1.1732260e+02   2.1763030e+02   1.9600000e+02
   1.1060000e+00   1.2220000e+00   1.1756730e+02   2.1860890e+02   1.9650000e+02
   9.6110000e+00   1.1405000e+01   1.1732260e+02   2.1836430e+02   1.9700000e+02
   1.5970000e+00   1.2826000e+01   1.1707800e+02   2.1860890e+02   1.9750000e+02
   1.1083000e+01   4.0640000e+00   1.1732260e+02   2.1934290e+02   1.9800000e+02
   1.3210000e+01   3.3530000e+00   1.1781200e+02   2.1885360e+02   1.9850000e+02
   7.9760000e+00   4.0640000e+00   1.1781200e+02   2.1934290e+02   1.9900000e+02
   8.1390000e+00   1.0221000e+01   1.1781200e+02   2.1909820e+02   1.9950000e+02
   2.4150000e+00   1.1642000e+01   1.1854590e+02   2.1909820e+02   2.0000000e+02
   6.0130000e+00   1.0931000e+01   1.1805660e+02   2.1983220e+02   2.0050000e+02
   9.6110000e+00   4.5370000e+00   1.1805660e+02   2.2007680e+02   2.0100000e+02
   4.3780000e+00   1.5667000e+01   1.1756730e+02   2.1958750e+02   2.0150000e+02
   9.9380000e+00   9.5100000e+00   1.1732260e+02   2.2007680e+02   2.0200000e+02
   6.6670000e+00   5.9580000e+00   1.1781200e+02   2.2032150e+02   2.0250000e+02
   1.5172000e+01   1.2589000e+01   1.1830130e+02   2.2007680e+02   2.0300000e+02
   8.1390000e+00   1.4246000e+01   1.1805660e+02   2.2032150e+02   2.0350000e+02
   7.4850000e+00   1.1168000e+01   1.1854590e+02   2.2032150e+02   2.0400000e+02
   6.0130000e+00   7.3790000e+00   1.1805660e+02   2.2007680e+02   2.0450000e+02
   8.9570000e+00   7.6160000e+00   1.1830130e+02   2.2032150e+02   2.0500000e+02
   3.3960000e+00   1.0694000e+01   1.1805660e+02   2.2007680e+02   2.0550000e+02
   1.5970000e+00   5.9580000e+00   1.1830130e+02   2.2007680e+02   2.0600000e+02
   7.8120000e+00   5.2480000e+00   1.1830130e+02   2.2032150e+02   2.0650000e+02
   3.3960000e+00   3.1170000e+00   1.1830130e+02   2.2056610e+02   2.0700000e+02
   3.7230000e+00   1.0221000e+01   1.1805660e+02   2.1983220e+02   2.0750000e+02
   7.4850000e+00   2.4060000e+00   1.1781200e+02   2.2032150e+02   2.0800000e+02
   7.4850000e+00   2.4060000e+00   1.1732260e+02   2.2056610e+02   2.0850000e+02
   1.3864000e+01   1.8982000e+01   1.1830130e+02   2.2007680e+02   2.0900000e+02
   4.7050000e+00   7.8530000e+00   1.1830130e+02   2.2007680e+02   2.0950000e+02
   1.0429000e+01   9.7470000e+00   1.1781200e+02   2.2056610e+02   2.1000000e+02
   1.1574000e+01   6.6690000e+00   1.1707800e+02   2.2056610e+02   2.1050000e+02
   8.4660000e+00   5.2480000e+00   1.1805660e+02   2.2007680e+02   2.1100000e+02
   1.2700000e+00   1.2115000e+01   1.1781200e+02   2.2032150e+02   2.1150000e+02
   1.2700000e+00   1.2115000e+01   1.1756730e+02   2.2056610e+02   2.1200000e+02
   5.3590000e+00   1.9330000e+00   1.1732260e+02   2.2032150e+02   2.1250000e+02
   6.5040000e+00  -1.9900000e-01   1.1732260e+02   2.2007680e+02   2.1300000e+02
   5.5220000e+00   1.1642000e+01   1.1781200e+02   2.2007680e+02   2.1350000e+02
   7.4850000e+00   1.3773000e+01   1.1732260e+02   2.2007680e+02   2.1400000e+02
   1.4845000e+01   4.0640000e+00   1.1781200e+02   2.1958750e+02   2.1450000e+02
   5.0320000e+00   5.0110000e+00   1.1707800e+02   2.2007680e+02   2.1500000e+02
   5.6860000e+00   1.1405000e+01   1.1732260e+02   2.2007680e+02   2.1550000e+02
   7.3220000e+00   2.7500000e-01   1.1683330e+02   2.1958750e+02   2.1600000e+02
   2.2510000e+00   7.8530000e+00   1.1707800e+02   2.2007680e+02   2.1650000e+02
   8.1390000e+00   7.6160000e+00   1.1683330e+02   2.1958750e+02   2.1700000e+02
   4.3780000e+00   3.8270000e+00   1.1683330e+02   2.2007680e+02   2.1750000e+02
   9.9380000e+00   3.3530000e+00   1.1707800e+02   2.1958750e+02   2.1800000e+02
   8.9570000e+00   1.5194000e+01   1.1512080e+02   2.1860890e+02   2.1850000e+02
   9.2840000e+00   1.4590000e+00   1.1658870e+02   2.1934290e+02   2.1900000e+02
   7.6490000e+00   2.7500000e-01   1.1658870e+02   2.1958750e+02   2.1950000e+02
   1.0920000e+01   8.8000000e+00   1.1634400e+02   2.1934290e+02   2.2000000e+02
   8.6300000e+00   3.8270000e+00   1.1585470e+02   2.1983220e+02   2.2050000e+02
   4.5410000e+00   6.9050000e+00   1.1634400e+02   2.1958750e+02   2.2100000e+02
   4.7050000e+00   1.3536000e+01   1.1634400e+02   2.1958750e+02   2.2150000e+02
   3.5600000e+00   3.5900000e+00   1.1585470e+02   2.1958750e+02   2.2200000e+02
   5.5220000e+00   6.9050000e+00   1.1658870e+02   2.1934290e+02   2.2250000e+02
   8.7940000e+00   1.9330000e+00   1.1634400e+02   2.1934290e+02   2.2300000e+02
   4.7050000e+00   1.0458000e+01   1.1561010e+02   2.1934290e+02   2.2350000e+02
   5.3590000e+00   6.6690000e+00   1.1585470e+02   2.1958750e+02   2.2400000e+02
   9.6110000e+00   7.6160000e+00   1.1561010e+02   2.1934290e+02   2.2450000e+02
   7.8120000e+00   6.6690000e+00   1.1585470e+02   2.1934290e+02   2.2500000e+02
   9.1210000e+00   8.0890000e+00   1.1512080e+02   2.1958750e+02   2.2550000e+02
   8.3030000e+00   5.2480000e+00   1.1561010e+02   2.1983220e+02   2.2600000e+02
   8.4660000e+00   1.2826000e+01   1.1561010e+02   2.1885360e+02   2.2650000e+02
   5.8500000e+00   5.4850000e+00   1.1585470e+02   2.1885360e+02   2.2700000e+02
   8.4660000e+00   6.6690000e+00   1.1561010e+02   2.1958750e+02   2.2750000e+02
   2.0880000e+00   6.6690000e+00   1.1536540e+02   2.1934290e+02   2.2800000e+02
   1.3373000e+01   7.3790000e+00   1.1487610e+02   2.1860890e+02   2.2850000e+02
   4.0500000e+00   6.1950000e+00   1.1487610e+02   2.1909820e+02   2.2900000e+02
   1.9240000e+00   8.3260000e+00   1.1463150e+02   2.1934290e+02   2.2950000e+02
   9.1210000e+00   8.5630000e+00   1.1487610e+02   2.1909820e+02   2.3000000e+02
   5.1950000e+00   3.8270000e+00   1.1512080e+02   2.1860890e+02   2.3050000e+02
   7.4850000e+00   1.3062000e+01   1.1463150e+02   2.1860890e+02   2.3100000e+02
   1.3864000e+01   1.4010000e+01   1.1487610e+02   2.1836430e+02   2.3150000e+02
   9.6110000e+00   1.6960000e+00   1.1512080e+02   2.1860890e+02   2.3200000e+02
   8.6300000e+00   8.8000000e+00   1.1463150e+02   2.1860890e+02   2.3250000e+02
   1.5970000e+00   1.3062000e+01   1.1438680e+02   2.1836430e+02   2.3300000e+02
   2.9060000e+00   4.7740000e+00   1.1438680e+02   2.1836430e+02   2.3350000e+02
   3.3960000e+00   5.2480000e+00   1.1487610e+02   2.1689640e+02   2.3400000e+02
   2.0880000e+00   1.2220000e+00   1.1463150e+02   2.1836430e+02   2.3450000e+02
   9.6110000e+00   7.3790000e+00   1.1463150e+02   2.1689640e+02   2.3500000e+02
   8.4660000e+00  -4.3500000e-01   1.1463150e+02   2.1811960e+02   2.3550000e+02
   4.5410000e+00   8.8000000e+00   1.1463150e+02   2.1763030e+02   2.3600000e+02
   1.5336000e+01   6.4320000e+00   1.1463150e+02   2.1811960e+02   2.3650000e+02
   6.9940000e+00   9.5100000e+00   1.1414220e+02   2.1738570e+02   2.3700000e+02
   9.2840000e+00   1.1168000e+01   1.1365290e+02   2.1763030e+02   2.3750000e+02
   1.0593000e+01   1.4590000e+00   1.1365290e+02   2.1860890e+02   2.3800000e+02
   3.5600000e+00   4.5370000e+00   1.1389750e+02   2.1836430e+02   2.3850000e+02
   3.7230000e+00   8.8000000e+00   1.1365290e+02   2.1811960e+02   2.3900000e+02
   4.8680000e+00  -6.7200000e-01   1.1340820e+02   2.1763030e+02   2.3950000e+02
   3.0690000e+00   8.3260000e+00   1.1340820e+02   2.1836430e+02   2.4000000e+02
   2.7420000e+00   5.7210000e+00   1.1389750e+02   2.1787500e+02   2.4050000e+02
   7.4850000e+00   1.1405000e+01   1.1389750e+02   2.1811960e+02   2.4100000e+02
   7.6490000e+00   1.2589000e+01   1.1389750e+02   2.1787500e+02   2.4150000e+02
   1.1247000e+01   9.2740000e+00   1.1365290e+02   2.1787500e+02   2.4200000e+02
   2.4004000e+01   2.1587000e+01   1.1365290e+02   2.1811960e+02   2.4250000e+02
   7.3220000e+00   1.2352000e+01   1.1389750e+02   2.1689640e+02   2.4300000e+02
   3.2330000e+00   4.0640000e+00   1.1340820e+02   2.1763030e+02   2.4350000e+02
   6.8310000e+00   7.1420000e+00   1.1340820e+02   2.1811960e+02   2.4400000e+02
   3.8870000e+00   8.0890000e+00   1.1365290e+02   2.1689640e+02   2.4450000e+02
   5.6860000e+00   9.2740000e+00   1.1389750e+02   2.1689640e+02   2.4500000e+02
   8.1390000e+00   8.3260000e+00   1.1389750e+02   2.1738570e+02   2.4550000e+02
   7.6490000e+00   4.5370000e+00   1.1414220e+02   2.1738570e+02   2.4600000e+02
   7.6490000e+00   4.3010000e+00   1.1365290e+02   2.1689640e+02   2.4650000e+02
   2.9060000e+00   5.7210000e+00   1.1340820e+02   2.1763030e+02   2.4700000e+02
   6.5040000e+00   4.7740000e+00   1.1340820e+02   2.1689640e+02   2.4750000e+02
   4.2140000e+00  -1.1460000e+00   1.1365290e+02   2.1689640e+02   2.4800000e+02
   6.8310000e+00   6.6690000e+00   1.1340820e+02   2.1738570e+02   2.4850000e+02
   4.7050000e+00   1.2589000e+01   1.1414220e+02   2.1738570e+02   2.4900000e+02
   2.2510000e+00   3.3530000e+00   1.1389750e+02   2.1714100e+02   2.4950000e+02
   2.2510000e+00   9.5100000e+00   1.1414220e+02   2.1689640e+02   2.5000000e+02
   3.2330000e+00   5.9580000e+00   1.1365290e+02   2.1714100e+02   2.5050000e+02
   4.2140000e+00  -4.3500000e-01   1.1365290e+02   2.1665170e+02   2.5100000e+02
   1.0429000e+01   2.0167000e+01   1.1365290e+02   2.1714100e+02   2.5150000e+02
   1.0429000e+01   2.0167000e+01   1.1389750e+02   2.1689640e+02   2.5200000e+02
   3.7230000e+00   3.5900000e+00   1.1316360e+02   2.1714100e+02   2.5250000e+02
   1.5970000e+00   1.0221000e+01   1.1316360e+02   2.1763030e+02   2.5300000e+02
   8.3030000e+00   1.2115000e+01   1.1389750e+02   2.1714100e+02   2.5350000e+02
   1.0920000e+01   7.8530000e+00   1.1365290e+02   2.1689640e+02   2.5400000e+02
   8.9570000e+00   2.8800000e+00   1.1316360e+02   2.1689640e+02   2.5450000e+02
   8.4660000e+00  -2.5670000e+00   1.1365290e+02   2.1689640e+02   2.5500000e+02
   4.3780000e+00   6.9050000e+00   1.1340820e+02   2.1738570e+02   2.5550000e+02
   1.9240000e+00   8.0890000e+00   1.1291890e+02   2.1714100e+02   2.5600000e+02
   2.0880000e+00   1.4720000e+01   1.1316360e+02   2.1763030e+02   2.5650000e+02
   6.8310000e+00   1.0221000e+01   1.1316360e+02   2.1714100e+02   2.5700000e+02
   1.2719000e+01   1.0694000e+01   1.1340820e+02   2.1714100e+02   2.5750000e+02
   2.5780000e+00   1.3299000e+01   1.1340820e+02   2.1763030e+02   2.5800000e+02
   7.3220000e+00   1.3062000e+01   1.1365290e+02   2.1689640e+02   2.5850000e+02
   6.3400000e+00   3.1170000e+00   1.1316360e+02   2.1738570e+02   2.5900000e+02
   1.1247000e+01   8.0890000e+00   1.1340820e+02   2.1689640e+02   2.5950000e+02
   1.1247000e+01   8.0890000e+00   1.1316360e+02   2.1714100e+02   2.6000000e+02
   4.2140000e+00   3.1170000e+00   1.1316360e+02   2.1689640e+02   2.6050000e+02
   2.2510000e+00   3.3530000e+00   1.1291890e+02   2.1738570e+02   2.6100000e+02
   2.0880000e+00   1.3536000e+01   1.1291890e+02   2.1689640e+02   2.6150000e+02
   2.4150000e+00   7.1420000e+00   1.1291890e+02   2.1714100e+02   2.6200000e+02
   8.1390000e+00   3.3530000e+00   1.1365290e+02   2.1738570e+02   2.6250000e+02
   1.1410000e+01   6.4320000e+00   1.1365290e+02   2.1665170e+02   2.6300000e+02
   3.3960000e+00   9.2740000e+00   1.1316360e+02   2.1714100e+02   2.6350000e+02
   3.5600000e+00   9.2740000e+00   1.1291890e+02   2.1689640e+02   2.6400000e+02
   1.1083000e+01   1.0221000e+01   1.1267420e+02   2.1689640e+02   2.6450000e+02
   1.4355000e+01   6.4320000e+00   1.1316360e+02   2.1689640e+02   2.6500000e+02
   6.5040000e+00   5.7210000e+00   1.1291890e+02   2.1689640e+02   2.6550000e+02
   9.7750000e+00   8.3260000e+00   1.1267420e+02   2.1714100e+02   2.6600000e+02
   9.9380000e+00   9.5100000e+00   1.1291890e+02   2.1738570e+02   2.6650000e+02
   9.9380000e+00   9.5100000e+00   1.1291890e+02   2.1689640e+02   2.6700000e+02
   9.9380000e+00   1.3773000e+01   1.1291890e+02   2.1689640e+02   2.6750000e+02
   3.7230000e+00  -1.9900000e-01   1.1120630e+02   2.1640710e+02   2.6800000e+02
   6.6670000e+00   7.1420000e+00   1.1291890e+02   2.1714100e+02   2.6850000e+02
   3.8870000e+00   1.0221000e+01   1.1316360e+02   2.1689640e+02   2.6900000e+02
   1.4340000e+00   7.8530000e+00   1.1242960e+02   2.1689640e+02   2.6950000e+02
   1.5970000e+00   5.7210000e+00   1.1267420e+02   2.1689640e+02   2.7000000e+02
   2.0880000e+00   1.3536000e+01   1.1316360e+02   2.1714100e+02   2.7050000e+02
   2.9060000e+00   8.8000000e+00   1.1242960e+02   2.1714100e+02   2.7100000e+02
   1.8934000e+01   5.7210000e+00   1.1267420e+02   2.1665170e+02   2.7150000e+02
   9.4300000e-01   1.0458000e+01   1.1291890e+02   2.1689640e+02   2.7200000e+02
   5.0320000e+00   6.9050000e+00   1.1267420e+02   2.1689640e+02   2.7250000e+02
   4.0500000e+00   6.6690000e+00   1.1120630e+02   2.1665170e+02   2.7300000e+02
   8.6300000e+00   8.5630000e+00   1.1242960e+02   2.1665170e+02   2.7350000e+02
   4.8680000e+00   1.9330000e+00   1.1267420e+02   2.1714100e+02   2.7400000e+02
   7.9760000e+00   6.4320000e+00   1.1242960e+02   2.1665170e+02   2.7450000e+02
   1.5970000e+00   3.1170000e+00   1.1316360e+02   2.1714100e+02   2.7500000e+02
   3.5600000e+00   1.3062000e+01   1.1291890e+02   2.1665170e+02   2.7550000e+02
   1.1738000e+01   7.8530000e+00   1.1267420e+02   2.1665170e+02   2.7600000e+02
   4.3780000e+00   1.2220000e+00   1.1291890e+02   2.1640710e+02   2.7650000e+02
   8.1390000e+00   1.2220000e+00   1.1242960e+02   2.1665170e+02   2.7700000e+02
   5.0320000e+00   9.5100000e+00   1.1267420e+02   2.1665170e+02   2.7750000e+02
   5.0320000e+00   9.5100000e+00   1.1218490e+02   2.1665170e+02   2.7800000e+02
   6.0130000e+00   7.1420000e+00   1.1291890e+02   2.1616240e+02   2.7850000e+02
   5.0320000e+00   3.1170000e+00   1.1242960e+02   2.1689640e+02   2.7900000e+02
   2.5780000e+00   6.1950000e+00   1.1218490e+02   2.1689640e+02   2.7950000e+02
